fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol_density,sulphates_alcohol,acidity_group,quality_acidity_interaction
-0.5244309620226647,0.9320001518998712,-1.393257968254347,-0.4611570659989154,-0.245622801149149,-0.4685535173571254,-0.3840497273360723,0.5840033590895148,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,-0.7570404045595923,-0.5573577907711478,0.552164070605612,,0.3970154276532143
-0.2940627430687092,1.9158004330673288,-1.393257968254347,0.0566648377838609,0.2000940299237611,0.8720027565130501,0.6040732824365008,0.0487371863265459,-0.7083954824325219,0.1248215690219806,-0.5845748022720374,-0.7570404045595923,-0.028490531060136017,-0.07296754403030978,,0.2226173779786391
-0.2940627430687092,1.2599335789556907,-1.188617322066002,-0.1652588352659004,0.0785348941766037,-0.0855374391085038,0.2148127028291235,0.1557904208791278,-0.3212469057733566,-0.0510241590024204,-0.5845748022720374,-0.7570404045595923,-0.09107115448129363,0.029827437659936902,,0.2226173779786391
1.6640671180399145,-1.363533837490862,1.471711078382476,-0.4611570659989154,-0.2658826571070086,0.1059706000158069,0.3944714318786823,0.6910565936420968,-0.966494533538634,-0.4613308577260231,-0.5845748022720374,0.4576206459675466,-0.40397427158711646,0.2696823949371794,Low,0.7615114694907793
-0.5244309620226647,0.7133778671959924,-1.393257968254347,-0.535131623682169,-0.2658826571070086,-0.2770454782328146,-0.2043909982865135,0.5840033590895148,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,-0.7570404045595923,-0.5573577907711478,0.552164070605612,,0.3970154276532143
-0.2364706883302199,0.385444440140173,-1.08629699897183,-0.6830807390486765,-0.3874417928541658,-0.0855374391085038,0.3645283103704225,-0.1653692827786772,-0.0631478546672445,-1.1647137698236267,-0.9543742892850674,-0.7570404045595923,0.1578241917214814,1.1115728762959554,,0.17901786555999494
-0.5820230167611539,0.6587222960200224,-1.393257968254347,-0.9789789697816916,-0.4684812166856041,-0.0855374391085038,-0.7733103069434496,-1.1288483937519738,0.5175750103215091,-1.1060985271488266,-0.3996750587655232,1.6722816964946856,0.45117254811018653,0.4420799938386659,,-0.9733064378682972
-0.2940627430687092,0.2761332977882331,-1.2909376451601744,-0.3871825083156616,-0.3064023690227278,-0.6600615564814363,-0.863139671468229,0.0487371863265459,0.3240007219919236,-0.5199461004008235,-0.8619244175318104,1.6722816964946856,-0.04200777093664739,0.44815423973591595,,-0.49175574285482193
-0.4668389072841759,-0.1611112716195254,0.4485078474407534,2.645774356697742,-0.3469220809384469,0.1059706000158069,1.6520825352255937,0.5840033590895148,0.259475959215397,0.8282044811195846,0.0625743000007638,-0.7570404045595923,0.03654360139312109,0.051824315663553805,,0.3534159152345705
-0.9275753451920874,0.2761332977882331,-0.9839766758776576,-0.535131623682169,0.1798341739658996,-0.0855374391085038,0.5441870394199813,-0.4330023691601319,-0.1921973802203005,-0.6957918284252239,-1.1392740327915831,-0.7570404045595923,0.4933083553213733,0.7926975623534341,,0.7022120145837213
